GPU,Score,Price
GeForce 205,126,0.0
Seria Mobility Radeon HD 3400,125,0.0
Qualcomm Adreno 618 GPU,125,0.0
GeForce 8700M GT,124,0.0
Quadro FX 1400,124,245.01
GeForce G100,124,19.99
GeForce 8500 GT,124,0.0
Radeon HD 7290M,123,0.0
GeForce 6800 XT,123,0.0
Intel Haswell HD - GT1,123,0.0
Radeon HD 3470,123,109.65
NVS 300,123,62.97
Radeon HD 4250,123,0.0
Radeon HD 6310,122,0.0
GeForce GT 220M,122,0.0
GeForce 9500M G,122,0.0
Radeon HD 4350,121,102.24
Quadro FX 380M,121,0.0
Radeon HD 2400,121,88.2
GeForce 405,120,24.64
Extreme AX850 PRO,120,0.0
GeForce 310,120,108.35
Radeon HD 2400 XT,119,0.0
RV530 PRO,119,0.0
Qualcomm Adreno 540 GPU,119,0.0
GeForce 505,118,115.06
GeForce 9600M GS,118,0.0
FireMV 2260,117,88.08
Mobile Intel 45 Express-Chipsatzfamilie,117,0.0
GeForce 8600 GT,117,196.0
PHDGD Quantic C3,117,0.0
Radeon X1700 Targa Edition,117,0.0
FireGL V7200,116,0.0
Radeon X1600 XT,116,0.0
GeForce 8300 GS,115,0.0
GeForce G210M,115,0.0
RADEON X800 GTO,115,0.0
GeForce 315M,115,0.0
NVS 3100M,115,0.0
GeForce Go 7800,115,0.0
FireGL V5200,115,133.4
Radeon HD 2400 Pro,114,0.0
Quadro FX 560,114,150.25
Radeon HD 4330,113,0.0
Radeon X1950 Pro,113,0.0
FirePro 2260,113,0.0
GeForce 6800,113,559.29
Sapphire RADEON X800 GT,113,0.0
GeForce 8400M GS,113,78.2
Intel HD Modded,112,0.0
Radeon HD 7290,112,0.0
Radeon HD 4200,112,0.0
GeForce 9200M GS,111,0.0
Mobility Radeon HD 3400 Serisi,111,0.0
GeForce 310M,111,0.0
FireGL V7350,111,119.42
Radeon HD 2600 Pro AGP,110,0.0
Radeon HD 4270,110,0.0
GeForce 6800 LE,110,0.0
VIA/S3G Chrome 645/640 GPU,110,0.0
Intel B43 Express Chipset,109,0.0
Intel Media Accelerator HD,109,0.0
Quadro FX 370 LP,108,0.0
GeForce G105M,107,0.0
Radeon Infoshock 3000,107,0.0
Radeon X1950 GT,106,0.0
GeForce Go 6800,106,0.0
GeForce 210,106,54.15
GeForce9400M,106,0.0
GeForce GT 320M,106,0.0
Radeon HD 6290,105,0.0
GeForce 9450,105,0.0
Mobility Radeon X1700,105,0.0
Quadro FX 3400/4400,104,0.0
M880G with Mobility Radeon HD 4250,104,0.0
Quadro FX 570M,104,0.0
GeForce 9500M,104,101.2
Intel G41 Express Chipset,103,0.0
FireGL V3400,103,0.0
Quadro FX 370 Low Profile,103,0.0
GeForce 6800 GS/XT,103,0.0
GeForce 9300 GS,102,59.95
GeForce 9500M GS,102,0.0
Mobility Radeon HD 2400 XT,102,0.0
Quadro FX Go1400,102,0.0
GeForce 8300,102,22.68
Quadro FX 4000,101,0.0
Matrox G200e WDDM 2.0,101,0.0
Radeon X1600 Pro,99,0.0
GeForce 9400,99,0.0
GeForce G210,98,122.12
Mobility Radeon HD 4250,98,0.0
Radeon 3000,98,319.0
Mobility Radeon HD 3430,98,0.0
ION LE,98,0.0
GeForce 9300GE,98,97.2
RADEON X800 XT,98,0.0
Quadro NVS 130M,97,0.0
Mobility Radeon HD serie 4200,97,0.0
Radeon HD 3000,96,0.0
GeForce 6700 XL,95,0.0
MEDION RADEON X740XL,95,0.0
Intel G45/G43 Express Chipset,95,0.0
Matrox G200eW3 WDDM 2.0,94,0.0
Mobility Radeon HD 3470 Hybrid X2,94,0.0
Radeon HD 6250,94,0.0
Mobility Radeon HD 3470,93,0.0
Quadro FX 370M,93,0.0
Mobility Radeon HD 4270,93,0.0
M880G with Mobility Radeon HD 4200,93,0.0
FireGL V5100,93,114.96
Mobility Radeon X1600,92,0.0
nForce 780a SLI,92,0.0
GeForce 8600 GS,92,0.0
RADEON X600XT,92,0.0
GeForce G205M,92,0.0
Mobility Radeon HD 3450,91,0.0
Mobility Radeon HD 4200,91,0.0
GeForce 9300M GS,90,43.42
GeForce 8600M GT,90,108.1
Mobility Radeon HD 2400,90,0.0
GeForce 7500 LE,90,0.0
Intel Q35 Express,89,0.0
GeForce 6610 XL,89,0.0
Quadro FX 360M,87,0.0
GeForce 6600,86,264.0
Quadro FX 350,86,0.0
FireGL V3200,85,0.0
Radeon X1650 Pro,85,160.89
GeForce 9300M G,85,0.0
ALL-IN-WONDER X800 GT,84,0.0
Radeon X1300 PRO,84,0.0
ION,84,229.99
RADEON X800 GT,84,0.0
GeForce 999 GTX,84,0.0
Quadro FX 370,84,125.0
nForce 750a SLI,83,0.0
Radeon HD 3200,82,0.0
GeForce 9100,82,0.0
RADEON X850 XT Platinum Edition,82,0.0
Mobility Radeon X2500,82,0.0
MOBILITY FireGL V5000,82,0.0
GeForce 9300 SE,82,0.0
nForce 980a/780a SLI,82,0.0
GeForce 8400,81,589.99
RADEON X800 XT Platinum Edition,81,0.0
Mobility Radeon 4100,81,0.0
RADEON X850 XT,81,0.0
Quadro FX 540,81,59.99
GeForce 7300 LE,80,32.0
Quadro NVS 295,80,63.0
RADEON X800GT,80,0.0
GeForce 8100 / nForce 720a,79,0.0
GeForce 7300 GS,79,0.0
Radeon HD 2350,77,0.0
GeForce 9300 GE,76,22.99
RADEON X700 PRO,76,0.0
M860G with Mobility Radeon 4100,76,0.0
Radeon X1650 GTO,75,0.0
GeForce 7350 LE,74,0.0
FireMV 2450,74,0.0
Radeon 3100,74,179.17
RADEON X800 PRO/GTO,73,0.0
Mobility Radeon HD 4300 Serisi,73,0.0
RADEON X850 PRO,73,0.0
RADEON X700,73,0.0
FireGL V7100,72,328.67
MEDION RADEON 9800 XXL,72,0.0
M880G with Mobility Radeon HD 4225,72,0.0
RADEON X700 SE,71,0.0
Radeon X1650 SE,71,0.0
Radeon X550XTX,71,0.0
FireGL V3300,71,0.0
Quadro NVS 150M,70,0.0
Diamond X1300-PCIE 256MB,70,0.0
GeForce 8600M GS,70,0.0
Quadro NVS 420,70,150.0
BASICDISPLAY,70,0.0
GeForce Go 6600,69,0.0
RADEON X800 XL,69,0.0
Radeon X1600 Pro / X1300XT,69,0.0
Quadro NVS 140M,69,0.0
Quadro FX 3000,69,166.61
FireGL V3350,69,0.0
GeForce 8400 SE,68,0.0
GeForce 9100M G,68,0.0
Intel G45/G43/G41 Express Chipset,68,0.0
Matrox G200eR WDDM 2.0,68,0.0
GeForce 9400M,68,0.0
GeForce 9400M G,68,0.0
RADEON X600 PRO,67,160.49
Quadro NVS 450,67,159.0
MOBILITY RADEON X700,67,0.0
GeForce 8400M GT,67,0.0
Radeon X1550,67,155.0
Mobility Radeon HD 4225,66,0.0
GeForce Go 7400,66,0.0
RADEON X800 PRO,65,0.0
Quadro FX 550,64,287.82
GeForce G 105M,63,0.0
Mobility Radeon HD 3410,63,0.0
Intel HD manual-15.28-1861,63,0.0
GeForce G 103M,63,0.0
GeForce 8200M G,62,0.0
MOBILITY FireGL V3200,62,0.0
SAPPHIRE Radeon X1550,61,0.0
MOBILITY RADEON X700 XL,60,0.0
Radeon 2100,60,190.99
RADEON 9800 PRO,59,0.0
Matrox G200e WDDM 1.2,59,0.0
GeForce FX 5950 Ultra,59,0.0
FireGL X1,59,0.0
GeForce 6800 XE,59,0.0
GeForce 8400M G,59,0.0
Radeon X1300,58,95.78
Intel - Express Chipset Q45/Q43,58,0.0
RADEON 9800,58,325.0
Intel G41 Express-Chipsatz,57,0.0
Intel Q45/Q43 Express-Chipsatz,57,0.0
RADEON 9800 XT,57,0.0
Intel - Express Chipset G41,57,0.0
RADEON X600 256MB HyperMemory,57,0.0
RADEON X550XT,56,0.0
RADEON 9700 PRO,54,0.0
GeForce 6200 TurboCache,53,0.0
FireGL V3100,53,0.0
Radeon Xpress 1300,52,0.0
Intel G33/G31 Express,52,0.0
Quadro NVS 135M,52,0.0
GeForce Go 7300,52,0.0
Matrox G200eh WDDM 1.2,52,0.0
RADEON E2400,52,0.0
GeForce FX Go5700,51,0.0
GeForce 6600 LE,51,0.0
FirePro 2450,51,89.99
RADEON X550,51,0.0
Mobility Radeon HD 2300,51,0.0
MOBILITY RADEON X600,50,0.0
Matrox G200eW WDDM 1.2,50,0.0
Radeon X1600,49,0.0
Mobile Intel 965 Express,49,0.0
MOBILITY RADEON X600 SE,49,0.0
Radeon X1050,49,0.0
RADEON X600 SE,49,56.18
GeForce 7300 SE/7200 GS,49,0.0
Mobility Radeon X2300 HD,49,0.0
Mobility Radeon X2300,48,0.0
GeForce 7100 GS,48,0.0
Radeon X1550 64-bit,48,0.0
Quadro NVS 110M,48,0.0
SAPPHIRE RADEON 9600 ATLANTIS,47,0.0
Quadro NVS 120M,47,0.0
Matrox G200eh WDDM 2.0,46,0.0
MOBILITY RADEON 9800,46,0.0
FireMV 2250,46,104.0
Matrox G200eR WDDM 1.2,45,0.0
GeForce Go 7200,45,0.0
MOBILITY FireGL V5200,45,0.0
GeForce Go 6600 TE/6200 TE,45,0.0
Quadro FX 350M,45,0.0
Mobile Intel serie 4 Express,45,0.0
Mobile Intel 4 Express-Chipsatzfamilie,45,0.0
Radeon 9700 TX w/TV-Out,44,0.0
Mobile Intel 45 Express,44,0.0
Matrox M9188 ATX PCIe x16,44,0.0
Mobility Radeon X1400,43,0.0
RADEON 9600 PRO,43,0.0
Radeon Xpress 1250,43,0.0
Matrox M9138 LP PCIe x16,42,0.0
Quadro NVS 285,42,169.86
RADEON 9500 PRO / 9700,42,0.0
GeForce 6200,42,99.99
GeForce 7050 / nForce 620i,42,0.0
GeForce 7100 / nForce 630i,41,0.0
GeForce FX 5900 Ultra,41,0.0
GeForce FX 5700,41,0.0
MOBILITY FIREGL T2,41,0.0
Matrox G200eh,41,0.0
Radeon Xpress 1300M,40,0.0
Matrox M9148 LP PCIe x16,40,0.0
GeForce FX 5900XT,40,0.0
Mobility Radeon X1350,40,0.0
Matrox G200eW,40,0.0
Mobility Radeon X1300,40,0.0
S3 Chrome 430 ULP,40,0.0
MOBILITY RADEON 9600/9700,39,0.0
GeForce 7300 SE,39,0.0
Mobile Intel - famiglia Express Chipset 45,39,0.0
GeForce 6500,38,0.0
Quadro NVS 285 128MB,38,55.0
RADEON X300SE,38,0.0
GeForce 7050 / nForce 630i,38,0.0
256MB DDR Radeon 9800 XT,38,0.0
Quadro NVS 440,38,228.87
Radeon X1250,37,0.0
GeForce 6200SE TurboCache,37,0.0
Matrox G200eR,37,0.0
CONNECT 3D RADEON X300,36,0.0
RADEON 9500,36,40.5
FireMV 2200 PCIe,36,89.99
MOBILITY RADEON 9600,36,0.0
Quadro FX 1100,36,212.99
Radeon Xpress 1200,36,0.0
RADEON 9600 XT,35,0.0
GeForce PCX 5750,35,0.0
RADEON 9550,35,291.74
GeForce FX 5900,35,0.0
Quadro FX 1300,34,0.0
Quadro FX 1000,34,0.0
GeForce FX 5700 Ultra,34,0.0
GeForce PCX 5900,34,0.0
Radeon Xpress 1100,34,0.0
MOBILITY RADEON X300,34,0.0
MOBILITY FIREGL T2/T2e,34,0.0
S3 Chrome S27 DDR3,33,0.0
GeForce 6150 LE,33,0.0
Mobility Radeon X1450,33,0.0
GeForce FX 5700VE,33,0.0
GeForce 7150 / nForce 630i,33,0.0
Intel Media Accelerator,33,0.0
GeForce FX 5900ZT,33,0.0
Radeon X1200,33,0.0
GeForce 7025 / nForce 630a,33,0.0
GeForce 6200 A-LE,32,0.0
Matrox M9128 LP PCIe x16,32,0.0
Red Hat QXL controller,32,0.0
GeForce 7050 PV / nForce 630a,31,0.0
Radeon X1270,31,0.0
FireGL T2-128,31,0.0
MOBILITY RADEON 9550,30,0.0
GeForce 6150SE nForce 430,30,0.0
All-in-Wonder X1800XL,30,0.0
Radeon Xpress 1150,30,0.0
GeForce 6100 nForce 405,30,0.0
RADEON XPRESS 200,30,0.0
Radeon 9550 / X1050,29,0.0
GeForce 6200 LE,29,41.24
MOBILITY RADEON 9700,27,0.0
MOBILITY FireGL V5250,27,0.0
RADEON 9600SE,27,0.0
GeForce 6100,27,0.0
MOBILITY RADEON XPRESS 200,27,0.0
RADEON 9600 PRO Family,27,0.0
Radeon Xpress 1270,27,0.0
GeForce 7100 / nForce 620i,26,0.0
PHDGD Sapphire GR for Mobile Intel 965,26,0.0
Matrox M9120 Plus LP PCIe x16,26,0.0
Matrox M9125 PCIe x16,26,0.0
GeForce 6100 nForce 420,25,0.0
GeForce 6100 nForce 400,25,0.0
GeForce 7050 / nForce 610i,25,0.0
RADEON 9600 Family,25,0.0
MOBILITY RADEON 9600 PRO TURBO,25,0.0
GeForce 6150SE,25,0.0
GeForce FX 5700LE,25,0.0
GeForce Go 6400,24,0.0
Mobile Intel 965 Express-Chipsatzfamilie,24,0.0
Quadro NVS 210S,24,0.0
RADEON 9800 SE,24,0.0
Matrox M9140 LP PCIe x16,23,0.0
ALL-IN-WONDER 9800,23,0.0
GeForce 7200 GS,23,0.0
GeForce 6100 nForce 430,23,0.0
S3 Chrome S25,23,0.0
RADEON A9800XT,23,0.0
RADEON XPRESS 200M,23,0.0
GeForce 6150,22,329.0
Quadro NVS 210S / GeForce 6150LE,21,0.0
PHDGD Solo 2 x64,20,0.0
Matrox M9120 PCIe x16,20,0.0
GeForce Go 6150,19,0.0
QXL KMDOD,19,0.0
S3 Chrome S25 DDR2,18,0.0
RADEON 9600 TX Family,18,0.0
GeForce 7150M / nForce 630M,18,0.0
RADEON XPRESS 200 CROSSFIRE,18,0.0
Quadro FX 2000,18,0.0
GeForce Go 6100,18,0.0
GeForce FX Go 5600,18,0.0
Mobile Intel965 Express,18,0.0
GeForce FX 5600 Ultra,17,0.0
GeForce FX Go5650,17,0.0
GRID V100-8Q,16,0.0
NV44,15,0.0
GeForce Go 6200,15,0.0
Quadro FX 500/600 PCI,14,0.0
Radeon HD 2400 PCI,14,0.0
GeForce 7000M,13,0.0
GeForce 7000M / nForce 610M,13,0.0
GeForce FX 5600,13,0.0
GeForce FX Go5300,13,0.0
GeForce FX 5200 Ultra,12,0.0
Intel 82945G Express,12,0.0
GeForce FX 5200SE,12,0.0
FireMV 2400 PCIe,11,0.0
RGH Drivers v3,11,0.0
PHDGD Solo 1.2.0 x86,11,0.0
Master X3100 Driver,10,0.0
MOBILITY IGP 9000/9100,10,0.0
Matrox Parhelia 256MB,9,0.0
VIA Chrome9 HD IGP,9,0.0
ASUS A7000,9,0.0
GeForce FX 5600XT,9,0.0
GeCube RADEON 7000,9,0.0
GeForce FX Go 5200,8,0.0
Intel Q35 Embedded,8,0.0
GeForce FX 5500,8,153.97
Mobile Intel 965 Express - BR-0907-0461 v1839,8,0.0
Quadro NVS 280 PCI,8,130.0
Intel 82945G Express-Chipsatzfamilie,8,0.0
MOBILITY RADEON 9000 IGP,8,0.0
GeForce FX 5100,8,0.0
ASUS V9520-X V62.11,8,0.0
Quadro FX 500/FX 600,8,0.0
GeForce FX 5200,8,129.0
Intel US15 Embedded Media and Controller,7,0.0
GeForce4 Ti 4400,7,0.0
GeForce FX 5200LE,7,42.99
Intel Media Accelerator 600,7,0.0
GeForce4 Ti 4800 SE,7,0.0
Matrox Millennium P690 Plus LP PCIe x16,7,0.0
Quadro4 380 XGL,7,0.0
RADEON 8500 Family,7,0.0
GeForce4 MX Integrated GPU,7,0.0
V9560XT,6,0.0
GeForce2 Ultra,6,0.0
MOBILITY RADEON 7000 IGP,6,0.0
GeForce PCX 5300,6,0.0
RADEON 9100 Family,6,0.0
Quadro NVS 55/280 PCI,6,0.0
RADEON IGP 350M,6,0.0
GeForce4 440 Go 64M,6,0.0
VIA/S3G UniChromeII,6,0.0
GeForce4 Ti 4800,6,0.0
Mobile Intel 945GM Express,6,0.0
Quadro 280 NVS PCIe,6,0.0
NVIDIA GeForce3 Ti200,6,0.0
Intel 82915G Express,6,0.0
MOBILITY RADEON 9000/9100 IGP,6,0.0
Matrox Parhelia APVe,6,0.0
ALL-IN-WONDER RADEON 8500DV,6,0.0
GeForce4 Ti 4200,6,0.0
GeForce4 448 Go,6,0.0
GeForce4 Ti 4600,6,53.99
RADEON 9100 IGP,5,0.0
GeForce4 420 Go 32M,5,0.0
Matrox Millennium P650 PCIe 128,5,0.0
Mobile Intel 945GM/GU Express,5,0.0
SAPPHIRE RADEON 9000 ATLANTIS PRO,5,0.0
Xabre,5,0.0
Intel Q33 Express,5,0.0
GeForce 256,5,42.04
Quadro4 980 XGL,5,341.43
GeForce4 440,5,0.0
Quadro4 900 XGL,5,0.0
ALL-IN-WONDER 9000,5,0.0
GeForce3,5,0.0
GeForce4 MX 440 with AGP8X,5,0.0
WinFast A250 LE,5,0.0
GeForce2 MX with DVI-D and TV-out,5,0.0
GeForce4 MX 420,5,0.0
MOBILITY FIREGL 7800,5,0.0
RADEON 7500 Family,5,0.0
VIA/S3G UniChrome Pro IGP,5,0.0
Intel 82865G Controller,5,0.0
Intel 915G/915GV/910GL Embedded Controller Functio,5,0.0
RADEON 9000,5,0.0
GeForce2 Ti,5,0.0
XGI Volari Family v1.13.23.D_V,5,0.0
GeForce4 MX 440SE,5,0.0
GeForce4 MX 440,5,0.0
Quadro2 MXR/EX,5,0.0
Intel 945G Embedded Chipset Function 0,5,0.0
GeForce4 MX 4000,5,0.0
ASUS AGP-V3800PRO v31.40H,5,0.0
GeForce2 Integrated GPU,4,0.0
Dell 8200,4,0.0
VIA Chrome9 HC IGP,4,0.0
VIA/S3G UniChrome IGP,4,0.0
GeForce4 MX 460,4,0.0
GeForce2 Go,4,0.0
MOBILITY/RADEON 9000,4,0.0
GeForce3 Ti 200,4,0.0
VIA/S3G KM400/KN400,4,0.0
"Intel 915G,910G Express",4,0.0
GeForce2 GTS/GeForce2 Pro,4,0.0
GeForce4 4200 Go,4,0.0
GeForce2 MX/MX 400,4,0.0
ABIT Siluro T400,4,0.0
VIA Chrome9 HC IGP Family,4,0.0
RADEON 7000 / RADEON VE Family,4,0.0
RIVA TNT2 Model 64/Model 64 Pro,4,0.0
RADEON IGP 320,4,0.0
GeForce4 440 Go,4,0.0
Intel 82915G/915GV/910GL,4,0.0
Intel 865 Embedded Controller,4,0.0
GeForce 6200A,4,54.99
RADEON 9200,4,153.63
MOBILITY RADEON 7500,4,0.0
Radeon IGP 320M,4,0.0
RADEON 9000 Family,4,0.0
VIA Chrome9 HC IGP Family WDDM,4,0.0
Intel Media Accelerator 500,3,0.0
RIVA TNT2/TNT2 Pro,3,0.0
Matrox Parhelia 128MB,3,393.99
VIA Chrome9 HC IGP WDDM 1.1,3,0.0
GeForce4 420 Go,3,0.0
VIA/S3G DeltaChrome IGP,3,0.0
MOBILITY RADEON 9000,3,0.0
GeForce2 MX 100/200,3,0.0
Intel 946GZ Embedded Chipset,3,0.0
RADEON 7500,3,177.25
S3 Inc. Savage4,3,0.0
AMIGAMERLIN 3.1-R1 For Voodoo 4 4500 PCI,3,0.0
Rage Fury Pro/Xpert 2000 Pro,3,0.0
Intel 82915G/GV/910GL Express,3,0.0
Vanta/Vanta LT,3,0.0
MOBILITY RADEON 9200,3,0.0
Intel 946GZ Express,3,0.0
MOBILITY RADEON 9100 IGP,3,0.0
Intel Media Accelerator 3150,3,0.0
Intel 82845G/GL/GE/PE/GV Controller,3,0.0
RADEON 7200,3,599.99
RADEON 9200 PRO Family,3,0.0
VIA Chrome9 HC IGP WDDM,3,0.0
GeForce2 MX,3,0.0
RADEON IGP 345M,3,0.0
Radeon 7000 / Radeon VE,3,0.0
VIA Chrome9 HC3 IGP,3,0.0
Intel 82915G/GV/910GL Advanced v3.5,3,0.0
Intel 82845G/GL Controller,3,0.0
RADEON 9200 LE Family,3,0.0
RADEON 9250,3,194.0
GeForce2 MX with TV Out,3,0.0
RADEON 9200 SE,3,0.0
GeForce3 Ti 500,3,0.0
Intel GMA 3150 Express,3,0.0
Radeon IGP 340M,3,0.0
Quadro NVS 280 SD,2,0.0
Dell 8100,2,999.11
VIA Chrome9 HC IGP Prerelease WDDM 1.1,2,0.0
Intel 82845G Controller,2,0.0
Radeon VE,2,0.0
Intel Extreme Controller,2,0.0
S3 SuperSavage/IXC 1014,2,0.0
VisionTek Radeon 7000,2,0.0
Mobile Intel 915GM/GMS/910GML Express,2,0.0
Mobile Intel 945 Express,2,0.0
VIA Chrome9 HCM IGP,2,0.0
RADEON IGP 34xM,2,0.0
S3 ProSavageDDR,1,0.0
Rage 128 Pro,1,0.0
VIA Chrome9 HC3 IGP WDDM 1.1,1,0.0
Intel 82852/82855 GM/GME Controller,1,0.0
RAGE 128 PRO AGP 4X TMDS,1,0.0
Quadro2 Pro,1,0.0
FireMV 2200 PCI,1,0.0
